date,state,positive,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200522,TX,53449,687913.0,,741362,1578.0,,,,,,31223.0,B,5/21/2020 17:55,2020-05-21T17:55:00Z,05/21 13:55,1480.0,,2020-05-21T17:55:00Z,740181.0,,,53449,,,,,49313.0,2463.0,,,,,,,,,48,1181,0,741362,posNeg,1181,741362,40,0,ab99efce194b9aee97b5e8a32e5f49da51c9239a,0,0,0,0,0,
20200521,TX,52268,687913.0,,740181,1680.0,,,,,,30341.0,B,5/20/2020 16:50,2020-05-20T16:50:00Z,05/20 12:50,1440.0,,2020-05-20T16:50:00Z,740181.0,,,52268,,,,,60252.0,2114.0,,,,,,,,,48,945,18308,740181,posNeg,19253,740181,21,0,169afc407299769c714da7373597daac4915ad18,0,0,0,0,0,
20200520,TX,51323,669605.0,,720928,1791.0,,,,,,30341.0,B,5/19/2020 16:50,2020-05-19T16:50:00Z,05/19 12:50,1419.0,,2020-05-19T16:50:00Z,720928.0,,,51323,,,,,49313.0,,,,,,,,,,48,1411,19371,720928,posNeg,20782,720928,50,0,992760bd882196370b1d43577f2156d3ab435f03,0,0,0,0,0,
20200519,TX,49912,650234.0,,700146,1732.0,,,,,,29359.0,A,5/19/2020 16:50,2020-05-19T16:50:00Z,05/19 12:50,1369.0,,2020-05-19T16:50:00Z,700146.0,,,49912,,,,,44791.0,,,,,,,,,,48,1219,19082,700146,posNeg,20301,700146,22,0,736c661d3d8491c50e8c30bf453dd30336d818e2,0,0,0,0,0,
20200518,TX,48693,631152.0,,679845,1551.0,,,,,,28371.0,A,5/18/2020 16:25,2020-05-18T16:25:00Z,05/18 12:25,1347.0,,2020-05-18T16:25:00Z,679845.0,,,48693,,,,,43168.0,,,,,,,,,,48,909,28581,679845,posNeg,29490,679845,11,0,80c67ff49775ec9b69bf21995f56c4dc41d837b3,0,0,0,0,0,
20200517,TX,47784,602571.0,,650355,1512.0,,,,,,27570.0,A,5/17/2020 16:15,2020-05-17T16:15:00Z,05/17 12:15,1336.0,,2020-05-17T16:15:00Z,650355.0,,,47784,,,,,42921.0,,,,,,,,,,48,785,10831,650355,posNeg,11616,650355,31,0,ca313e5c7a4f8a1b08790dffb0d119ebc36fa3e4,0,0,0,0,0,
20200516,TX,46999,591740.0,,638739,1791.0,,,,,,26601.0,A,5/15/2020 16:15,2020-05-15T16:15:00Z,05/15 12:15,1305.0,,2020-05-15T16:15:00Z,638739.0,,,46999,,,,,39732.0,,,,,,,,,,48,1801,27308,638739,posNeg,29109,638739,33,0,285ea2edf34894ad352e74b6ab0c937c3b3aa4e0,0,0,0,0,0,
20200515,TX,45198,564432.0,,609630,1716.0,,,,,,25454.0,A,5/15/2020 16:15,2020-05-15T16:15:00Z,05/15 12:15,1272.0,,2020-05-15T16:15:00Z,609630.0,,,45198,,,,,36362.0,,,,,,,,,,48,1347,20970,609630,posNeg,22317,609630,56,0,5242ddc65501ee020e42fdcb4d081acaa1afb849,0,0,0,0,0,
20200514,TX,43851,543462.0,,587313,1648.0,,,,,,24487.0,A,5/14/2020 16:30,2020-05-14T16:30:00Z,05/14 12:30,1216.0,,2020-05-14T16:30:00Z,587313.0,,,43851,,,,,35971.0,,,,,,,,,,48,1448,29089,587313,posNeg,30537,587313,58,0,bb3cf947985c9c338bee354cadb38ce54c2765a5,0,0,0,0,0,
20200513,TX,42403,514373.0,,556776,1676.0,,,,,,23519.0,A,5/13/2020 16:20,2020-05-13T16:20:00Z,05/13 12:20,1158.0,,2020-05-13T16:20:00Z,556776.0,,,42403,,,,,30655.0,,,,,,,,,,48,1355,17249,556776,posNeg,18604,556776,25,0,e1ee3ebacbde63448ae66058172133acc48900b8,0,0,0,0,0,
20200512,TX,41048,497124.0,,538172,1725.0,,,,,,22674.0,A,5/11/2020 16:25,2020-05-11T16:25:00Z,05/11 12:25,1133.0,,2020-05-11T16:25:00Z,,,,41048,,,,,,,,,,,,,,,48,1179,11296,538172,posNeg,12475,538172,33,0,60f6d3a9d74f1f57f5420c3b24103534c3416c83,0,0,0,0,0,
20200511,TX,39869,485828.0,,525697,1525.0,,,,,,21713.0,B,5/10/2020 16:35,2020-05-10T16:35:00Z,05/10 12:35,1100.0,,2020-05-10T16:35:00Z,,,,39869,483.0,,,,,,,,,,,,,,48,1000,22921,525697,posNeg,23921,525697,12,0,012bd598214c27571158b17c22534fa1b5395a31,0,0,0,0,0,
20200510,TX,38869,462907.0,,501776,1626.0,,,,,,21022.0,B,5/10/2020 16:35,2020-05-10T16:35:00Z,05/10 12:35,1088.0,,2020-05-10T16:35:00Z,,,,38869,481.0,,,,,,,,,,,,,,48,1009,11473,501776,posNeg,12482,501776,39,0,07bb600c4bfaea99afc54863984351e980b000c7,0,0,0,0,0,
20200509,TX,37860,451434.0,,489294,1735.0,,,,,,20141.0,B,5/9/2020 13:15,2020-05-09T13:15:00Z,05/09 09:15,1049.0,,2020-05-09T13:15:00Z,,,,37860,470.0,,,,,,,,,,,,,,48,1251,10925,489294,posNeg,12176,489294,45,0,323ad34c37aa8af05e9f22a9e10ef4b0426cb284,0,0,0,0,0,
20200508,TX,36609,440509.0,,477118,1734.0,,,,,,19197.0,B,5/8/2020 13:00,2020-05-08T13:00:00Z,05/08 09:00,1004.0,,2020-05-08T13:00:00Z,,,,36609,453.0,,,,,,,,,,,,,,48,1219,20737,477118,posNeg,21956,477118,31,0,e065b894ba672b9ea99b3abd1a4ffe350490659a,0,0,0,0,0,
20200507,TX,35390,419772.0,,455162,1750.0,,,,,,18440.0,B,5/7/2020 13:00,2020-05-07T13:00:00Z,05/07 09:00,973.0,,2020-05-07T13:00:00Z,,,,35390,449.0,,,,,,,,,,,,,,48,968,15256,455162,posNeg,16224,455162,25,0,46b6c87914e822d83cf168946dfc05c253340cc7,0,0,0,0,0,
20200506,TX,34422,404516.0,,438938,1812.0,,,,,,17622.0,B,5/6/2020 13:20,2020-05-06T13:20:00Z,05/06 09:20,948.0,,2020-05-06T13:20:00Z,,,,34422,443.0,,,,,,,,,,,,,,48,1053,10675,438938,posNeg,11728,438938,42,0,72f233d6cf1e73c3a14afc74866d17139e1ec416,0,0,0,0,0,
20200505,TX,33369,393841.0,,427210,1888.0,,,,,,16791.0,B,5/5/2020 13:15,2020-05-05T13:15:00Z,05/05 09:15,906.0,,2020-05-05T13:15:00Z,,,,33369,433.0,,,,,,,,,,,,,,48,1037,18775,427210,posNeg,19812,427210,22,0,ffc235ab1ebcd008c69dfb2d305c76ce91674180,0,0,0,0,0,
20200504,TX,32332,375066.0,,407398,1533.0,,,,,,16090.0,B,5/4/2020 13:15,2020-05-04T13:15:00Z,05/04 09:15,884.0,,2020-05-04T13:15:00Z,,,,32332,414.0,,,,,,,,,,,,,,48,784,16054,407398,posNeg,16838,407398,17,0,7856f2e899af3639aeb15b00fe0669ef77e41f28,0,0,0,0,0,
20200503,TX,31548,359012.0,,390560,1540.0,,,,,,15544.0,B,5/2/2020 12:45,2020-05-02T12:45:00Z,05/02 08:45,867.0,,2020-05-02T12:45:00Z,,,,31548,,,,,,,,,,,,,,,48,1026,8886,390560,posNeg,9912,390560,20,0,e172dbf09470c5b4737e3763785a298d31dc019e,0,0,0,0,0,
20200502,TX,30522,350126.0,,380648,1725.0,,,,,,14891.0,B,5/2/2020 12:45,2020-05-02T12:45:00Z,05/02 08:45,847.0,,2020-05-02T12:45:00Z,,,,30522,,,,,,,,,,,,,,,48,1293,27580,380648,posNeg,28873,380648,31,0,6885059856a9587de7b6d191dd711fbc6212e007,0,0,0,0,0,
20200501,TX,29229,322546.0,,351775,1778.0,,,,,,14122.0,B,5/1/2020 13:00,2020-05-01T13:00:00Z,05/01 09:00,816.0,,2020-05-01T13:00:00Z,,,,29229,,,,,,,,,,,,,,,48,1142,20333,351775,posNeg,21475,351775,34,0,84dde30fbf3ee91889faaa62d195b964e662ffd7,0,0,0,0,0,
20200430,TX,28087,302213.0,,330300,1686.0,,,,,,13353.0,B,4/29/2020 13:00,2020-04-29T13:00:00Z,04/29 09:00,782.0,,2020-04-29T13:00:00Z,,,,28087,,,,,,,,,,,,,,,48,1033,14477,330300,posNeg,15510,330300,50,0,23e1d4afa9863e6c90d9aebebe9c66fe1bebf043,0,0,0,0,0,
20200429,TX,27054,287736.0,,314790,1702.0,,,,,,12507.0,B,4/29/2020 13:00,2020-04-29T13:00:00Z,04/29 09:00,732.0,,2020-04-29T13:00:00Z,,,,27054,,,,,,,,,,,,,,,48,883,13523,314790,posNeg,14406,314790,42,0,12f4a62ac00166effc297e36b0226589817496d2,0,0,0,0,0,
20200428,TX,26171,274213.0,,300384,1682.0,,,,,,11786.0,B,4/28/2020 13:00,2020-04-28T13:00:00Z,04/28 09:00,690.0,,2020-04-28T13:00:00Z,,,,26171,,,,,,,,,,,,,,,48,874,8993,300384,posNeg,9867,300384,27,0,dea5cc8dce9a3fc591a9b5adfd94f1a6fd2240f5,0,0,0,0,0,
20200427,TX,25297,265220.0,,290517,1563.0,,,,,,11170.0,B,4/27/2020 13:10,2020-04-27T13:10:00Z,04/27 09:10,663.0,,2020-04-27T13:10:00Z,,,,25297,,,,,,,,,,,,,,,48,666,13830,290517,posNeg,14496,290517,15,0,a8e38af23beb284f5b9e49f7794dd918bfdaf144,0,0,0,0,0,
20200426,TX,24631,251390.0,,276021,1542.0,,,,,,10763.0,B,4/26/2020 12:40,2020-04-26T12:40:00Z,04/26 08:40,648.0,,2020-04-26T12:40:00Z,,,,24631,,,,,,,,,,,,,,,48,858,12347,276021,posNeg,13205,276021,25,0,fd5b8a950622c968a31693b1b679a4aab0ac088e,0,0,0,0,0,
20200425,TX,23773,239043.0,,262816,1597.0,,,,,,9986.0,B,4/25/2020 13:00,2020-04-25T13:00:00Z,04/25 09:00,623.0,,2020-04-25T13:00:00Z,,,,23773,,,,,,,,,,,,,,,48,967,19302,262816,posNeg,20269,262816,30,0,ddaeaff7c84eecea03cc3a565c407a3cf50b4654,0,0,0,0,0,
20200424,TX,22806,219741.0,,242547,1674.0,,,,,,9156.0,A,4/24/2020 12:30,2020-04-24T12:30:00Z,04/24 08:30,593.0,,2020-04-24T12:30:00Z,,,,22806,,,,,,,,,,,,,,,48,862,16607,242547,posNeg,17469,242547,32,0,dc896d67e8df09c17e9e12a7a82d5074790a24ed,0,0,0,0,0,
20200423,TX,21944,203134.0,,225078,1649.0,,,,,,8025.0,A,4/23/2020 12:30,2020-04-23T12:30:00Z,04/23 08:30,561.0,,2020-04-23T12:30:00Z,,,,21944,,,,,,,,,,,,,,,48,875,7420,225078,posNeg,8295,225078,18,0,15e0b12c07c75ac457bd973ad41b04086d3f5629,0,0,0,0,0,
20200422,TX,21069,195714.0,,216783,1678.0,,,,,,7341.0,A,4/22/2020 13:15,2020-04-22T13:15:00Z,04/22 09:15,543.0,,2020-04-22T13:15:00Z,,,,21069,,,,,,,,,,,,,,,48,873,10511,216783,posNeg,11384,216783,26,0,75c1e9aa2a1bd06b43087a47762fd1e5b6cb86af,0,0,0,0,0,
20200421,TX,20196,185203.0,,205399,1419.0,,,,,,6486.0,A,4/21/2020 13:00,2020-04-21T13:00:00Z,04/21 09:00,517.0,,2020-04-21T13:00:00Z,,,,20196,,,,,,,,,,,,,,,48,738,14267,205399,posNeg,15005,205399,22,0,70361b599d8f7cb58c8c123e33008fa22cddb743,0,0,0,0,0,
20200420,TX,19458,170936.0,,190394,1411.0,,,,,,5706.0,A,4/20/2020 12:45,2020-04-20T12:45:00Z,04/20 08:45,495.0,,2020-04-20T12:45:00Z,,,,19458,,,,,,,,,,,,,,,48,535,7149,190394,posNeg,7684,190394,18,0,b1ed729de9a3aab0d2d13da289f4a23be8160e8d,0,0,0,0,0,
20200419,TX,18923,163787.0,,182710,1471.0,,,,,,5334.0,A,4/19/2020 13:00,2020-04-19T13:00:00Z,04/19 09:00,477.0,,2020-04-19T13:00:00Z,,,,18923,,,,,,,,,,,,,,,48,663,5808,182710,posNeg,6471,182710,24,0,72bde9e1080880aea67ac17123ff6be218cde65b,0,0,0,0,0,
20200418,TX,18260,157979.0,,176239,1321.0,,,,,,4806.0,A,4/18/2020 13:45,2020-04-18T13:45:00Z,04/18 09:45,453.0,,2020-04-18T13:45:00Z,,,,18260,,,,,,,,,,,,,,,48,889,5814,176239,posNeg,6703,176239,25,0,72c080a15c8b49b3887c87d9542859dc4e41b6df,0,0,0,0,0,
20200417,TX,17371,152165.0,,169536,1522.0,,,,,,4190.0,A,4/17/2020 12:45,2020-04-17T12:45:00Z,04/17 08:45,428.0,,2020-04-17T12:45:00Z,,,,17371,,,,,,,,,,,,,,,48,916,10073,169536,posNeg,10989,169536,35,0,5433cb7be9ece6383e6f4675fed7d888e7426535,0,0,0,0,0,
20200416,TX,16455,142092.0,,158547,1459.0,,,,,,3677.0,A,4/16/2020 13:00,2020-04-16T13:00:00Z,04/16 09:00,393.0,,2020-04-16T13:00:00Z,,,,16455,,,,,,,,,,,,,,,48,963,5774,158547,posNeg,6737,158547,29,0,9db3d6f8c4859305ded2483971e0aa6ee184b527,0,0,0,0,0,
20200415,TX,15492,136318.0,,151810,1538.0,,,,,,3150.0,A,4/15/2020 13:00,2020-04-15T13:00:00Z,04/15 09:00,364.0,,2020-04-15T13:00:00Z,,,,15492,,,,,,,,,,,,,,,48,868,4475,151810,posNeg,5343,151810,46,0,5c8c9fd7716775503579fed7fffca0d7042ea2fa,0,0,0,0,0,
20200414,TX,14624,131843.0,,146467,1409.0,,,,,,2580.0,A,4/14/2020 12:45,2020-04-14T12:45:00Z,04/14 08:45,318.0,,2020-04-14T12:45:00Z,,,,14624,,,,,,,,,,,,,,,48,718,12523,146467,posNeg,13241,146467,31,0,6b220b82cc01038d8a7b5a7c76bcd8be6c197062,0,0,0,0,0,
20200413,TX,13906,119320.0,,133226,1176.0,,,,,,2269.0,A,4/13/2020 12:45,2020-04-13T12:45:00Z,04/13 08:45,287.0,,2020-04-13T12:45:00Z,,,,13906,,,,,,,,,,,,,,,48,422,8271,133226,posNeg,8693,133226,16,0,7d5be4f363418e745a572a79a3ebc21a033d9c01,0,0,0,0,0,
20200412,TX,13484,111049.0,,124533,1338.0,,,,,,2014.0,A,4/11/2020 21:00,2020-04-11T21:00:00Z,04/11 17:00,271.0,,2020-04-11T21:00:00Z,,,,13484,,,,,,,,,,,,,,,48,923,3077,124533,posNeg,4000,124533,17,0,1835800ff858cc092117c7680f51a4aaaf937f83,0,0,0,0,0,
20200411,TX,12561,107972.0,,120533,1514.0,,,,,,1617.0,A,4/11/2020 12:40,2020-04-11T12:40:00Z,04/11 08:40,254.0,,2020-04-11T12:40:00Z,,,,12561,,,,,,,,,,,,,,,48,890,3925,120533,posNeg,4815,120533,28,0,4c430f4474670a52a8c9d8ed56b6679cb63ae112,0,0,0,0,0,
20200410,TX,11671,104047.0,,115718,1532.0,,,,,,1366.0,A,4/10/2020 13:00,2020-04-10T13:00:00Z,04/10 09:00,226.0,,2020-04-10T13:00:00Z,,,,11671,,,,,,,,,,,,,,,48,1441,8143,115718,posNeg,9584,115718,27,0,582e201493b059468e9d0f59e4e3873c37a9ed0b,0,0,0,0,0,
20200409,TX,10230,95904.0,,106134,1439.0,,,,,,1101.0,A,4/9/2020 13:15,2020-04-09T13:15:00Z,04/09 09:15,199.0,,2020-04-09T13:15:00Z,,,,10230,,,,,,,,,,,,,,,48,877,8999,106134,posNeg,9876,106134,22,0,8df297a8feb10a05b2a228b32361bc14768e5337,0,0,0,0,0,
20200408,TX,9353,86905.0,,96258,1491.0,,,,,,38.0,A,4/8/2020 14:21,2020-04-08T14:21:00Z,04/08 10:21,177.0,,2020-04-08T14:21:00Z,,,,9353,,,,,,,,,,,,,,,48,1091,6518,96258,posNeg,7609,96258,23,0,58111c916bd729d6c1d132d597233042ae420be0,0,0,0,0,0,
20200407,TX,8262,80387.0,,88649,1252.0,,,,,,38.0,A,4/6/2020 21:00,2020-04-06T21:00:00Z,04/06 17:00,154.0,,2020-04-06T21:00:00Z,,,,8262,,,,,,,,,,,,,,,48,986,2306,88649,posNeg,3292,88649,14,0,627be0529d19577c69a021877dc1622dc1aa31ef,0,0,0,0,0,
20200406,TX,7276,78081.0,,85357,1153.0,,,,,,38.0,A,4/5/2020 21:00,2020-04-05T21:00:00Z,04/05 17:00,140.0,,2020-04-05T21:00:00Z,,,,7276,,,,,,,,,,,,,,,48,464,13955,85357,posNeg,14419,85357,13,0,1ab9e6abb24966212863c1380d7e296cb2ae00d8,0,0,0,0,0,
20200405,TX,6812,64126.0,,70938,827.0,,,,,,38.0,A,4/5/2020 13:00,2020-04-05T13:00:00Z,04/05 09:00,127.0,,2020-04-05T13:00:00Z,,,,6812,,,,,,,,,,,,,,,48,702,6485,70938,posNeg,7187,70938,22,0,d42ce7c9fd164dd2a1ec9c6c367e02f00028849d,0,0,0,0,0,
20200404,TX,6110,57641.0,,63751,196.0,,,,,,38.0,A,4/3/2020 21:00,2020-04-03T21:00:00Z,04/03 17:00,105.0,,2020-04-03T21:00:00Z,,,,6110,,,,,,,,,,,,,,,48,780,7207,63751,posNeg,7987,63751,15,0,b52360d3297f48d1df9de560dd8f3d4c045fe420,0,0,0,0,0,
20200403,TX,5330,50434.0,,55764,196.0,,,,,,38.0,A,4/2/2020 21:00,2020-04-02T21:00:00Z,04/02 17:00,90.0,,2020-04-02T21:00:00Z,,,,5330,,,,,,,,,,,,,,,48,661,4424,55764,posNeg,5085,55764,20,0,86cb6254623225d6ce3fe62348e791dde0051239,0,0,0,0,0,
20200402,TX,4669,46010.0,,50679,196.0,,,,,,38.0,A,4/1/2020 21:00,2020-04-01T21:00:00Z,04/01 17:00,70.0,,2020-04-01T21:00:00Z,,,,4669,,,,,,,,,,,,,,,48,672,2150,50679,posNeg,2822,50679,12,0,7377219054ca610067c63248394f1202396b0cab,0,0,0,0,0,
20200401,TX,3997,43860.0,,47857,196.0,,,,,,38.0,A,3/31/2020 21:00,2020-03-31T21:00:00Z,03/31 17:00,58.0,,2020-03-31T21:00:00Z,,,,3997,,,,,,,,,,,,,,,48,731,4134,47857,posNeg,4865,47857,17,0,0022f7a6bc407980abadecd0de0802b54b37ba30,0,0,0,0,0,
20200331,TX,3266,39726.0,,42992,196.0,,,,,,38.0,A,3/31/2020 13:45,2020-03-31T13:45:00Z,03/31 09:45,41.0,,2020-03-31T13:45:00Z,,,,3266,,,,,,,,,,,,,,,48,389,6723,42992,posNeg,7112,42992,7,0,cacbf53624aa195c19021b1a3dd29d2e725eea19,0,0,0,0,0,
20200330,TX,2877,33003.0,,35880,,,,,,,38.0,A,3/30/2020 12:45,2020-03-30T12:45:00Z,03/30 08:45,34.0,,2020-03-30T12:45:00Z,,,,2877,,,,,,,,,,,,,,,48,325,9795,35880,posNeg,10120,35880,0,0,617d02733d60699547d971ceb681de58963336d6,0,0,0,0,0,
20200329,TX,2552,23208.0,,25760,,,,,,,,A,3/29/2020 13:45,2020-03-29T13:45:00Z,03/29 09:45,34.0,,2020-03-29T13:45:00Z,,,,2552,,,,,,,,,,,,,,,48,500,0,25760,posNeg,500,25760,7,0,08569714ea146616d3cbd64d17cfcf9141bf17f9,0,0,0,0,0,
20200328,TX,2052,23208.0,,25260,,,,,,,,A,3/28/2020 12:45,2020-03-28T12:45:00Z,03/28 08:45,27.0,,2020-03-28T12:45:00Z,,,,2052,,,,,,,,,,,,,,,48,321,1273,25260,posNeg,1594,25260,4,0,e2a21a95d3142fe8bf9c2a06859842e18faec06e,0,0,0,0,0,
20200327,TX,1731,21935.0,,23666,,,,,,,,A,3/27/2020 13:00,2020-03-27T13:00:00Z,03/27 09:00,23.0,,2020-03-27T13:00:00Z,,,,1731,,,,,,,,,,,,,,,48,335,1907,23666,posNeg,2242,23666,5,0,c51c9445f48d4156202650a226bb3d64b422caf6,0,0,0,0,0,
20200326,TX,1396,20028.0,,21424,,,,,,,,A,3/26/2020 13:00,2020-03-26T13:00:00Z,03/26 09:00,18.0,,2020-03-26T13:00:00Z,,,,1396,,,,,,,,,,,,,,,48,422,7508,21424,posNeg,7930,21424,6,0,cc9b5cc4f0de1a50cbf5eee22eb654add519e2a3,0,0,0,0,0,
20200325,TX,974,12520.0,,13494,,,,,,,,A,3/25/2020 12:30,2020-03-25T12:30:00Z,03/25 08:30,12.0,,2020-03-25T12:30:00Z,,,,974,,,,,,,,,,,,,,,48,564,1763,13494,posNeg,2327,13494,3,0,49f077c550e44e909114d60a395a564e3acf7e3a,0,0,0,0,0,
20200324,TX,410,10757.0,,11167,,,,,,,,A,3/23/2020 21:00,2020-03-23T21:00:00Z,03/23 17:00,9.0,,2020-03-23T21:00:00Z,,,,410,,,,,,,,,,,,,,,48,58,1054,11167,posNeg,1112,11167,1,0,d45598c0d760391fbc2cddd27ee5683d1ba21841,0,0,0,0,0,
20200323,TX,352,9703.0,,10055,,,,,,,,A,3/23/2020 13:00,2020-03-23T13:00:00Z,03/23 09:00,8.0,,2020-03-23T13:00:00Z,,,,352,,,,,,,,,,,,,,,48,18,1281,10055,posNeg,1299,10055,3,0,7106678e467e5975ba061a5411ace85a571b4f3a,0,0,0,0,0,
20200322,TX,334,8422.0,,8756,,,,,,,,,3/21/2020 21:00,2020-03-21T21:00:00Z,03/21 17:00,5.0,,2020-03-21T21:00:00Z,,,,334,,,,,,,,,,,,,,,48,30,2204,8756,posNeg,2234,8756,0,0,d611a9a0321aa72513a4e736adbf4ae5eb447858,0,0,0,0,0,
20200321,TX,304,6218.0,,6522,,,,,,,,,3/21/2020 13:00,2020-03-21T13:00:00Z,03/21 09:00,5.0,,2020-03-21T13:00:00Z,,,,304,,,,,,,,,,,,,,,48,110,1135,6522,posNeg,1245,6522,0,0,b305bfa413816f78a6840f11940e581669ba19f0,0,0,0,0,0,
20200320,TX,194,5083.0,,5277,,,,,,,,,3/20/2020 13:00,2020-03-20T13:00:00Z,03/20 09:00,5.0,,2020-03-20T13:00:00Z,,,,194,,,,,,,,,,,,,,,48,51,2871,5277,posNeg,2922,5277,2,0,d45cdcfcefc5181bb7e93bb2fe55508a231e2532,0,0,0,0,0,
20200319,TX,143,2212.0,,2355,,,,,,,,,3/19/2020 13:00,2020-03-19T13:00:00Z,03/19 09:00,3.0,,2020-03-19T13:00:00Z,,,,143,,,,,,,,,,,,,,,48,60,388,2355,posNeg,448,2355,1,0,ed3e8f5a41093d1f91a1286dec7652d2d9974f44,0,0,0,0,0,
20200318,TX,83,1824.0,,1907,,,,,,,,,3/18/2020 13:00,2020-03-18T13:00:00Z,03/18 09:00,2.0,,2020-03-18T13:00:00Z,,,,83,,,,,,,,,,,,,,,48,19,620,1907,posNeg,639,1907,1,0,caa880824500613d6ff5b48bb7c8d69f6323178d,0,0,0,0,0,
20200317,TX,64,1204.0,,1268,,,,,,,,,3/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,1.0,,2020-03-17T13:00:00Z,,,,64,,,,,,,,,,,,,,,48,7,1204,1268,posNeg,1211,1268,1,0,0a1016d138d7c85f41509530cb07d2aa6e3236b3,0,0,0,0,0,
20200316,TX,57,,,57,,,,,,,,,3/16/2020 15:21,2020-03-16T15:21:00Z,03/16 11:21,,,2020-03-16T15:21:00Z,,,,57,,,,,,,,,,,,,,,48,1,0,57,posNeg,1,57,0,0,22d1003c0f1ab295965256b0e527d02b50728e0b,0,0,0,0,0,
20200315,TX,56,,,56,,,,,,,,,3/15/2020 13:00,2020-03-15T13:00:00Z,03/15 09:00,,,2020-03-15T13:00:00Z,,,,56,,,,,,,,,,,,,,,48,5,0,56,posNeg,5,56,0,0,ab3616f3e81056e339ae4968f7ad29a5d215a3d4,0,0,0,0,0,
20200314,TX,51,,,51,,,,,,,,,3/14/2020 13:00,2020-03-14T13:00:00Z,03/14 09:00,,,2020-03-14T13:00:00Z,,,,51,,,,,,,,,,,,,,,48,12,0,51,posNeg,12,51,0,0,2177af42c69e5598339f0e89709f43fa7819824f,0,0,0,0,0,
20200313,TX,39,,,39,,,,,,,,,3/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,,,2020-03-13T00:00:00Z,,,,39,,,,,,,,,,,,,,,48,16,0,39,posNeg,16,39,0,0,89daff6981d900f5eb3da22dbc1d3e7aa7995235,0,0,0,0,0,
20200312,TX,23,,,23,,,,,,,,,3/12/2020 11:00,2020-03-12T11:00:00Z,03/12 07:00,,,2020-03-12T11:00:00Z,,,,23,,,,,,,,,,,,,,,48,2,0,23,posNeg,2,23,0,0,caf5767b30633c81c427d655e0dcb01eb37339a6,0,0,0,0,0,
20200311,TX,21,,,21,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,48,8,0,21,posNeg,8,21,0,0,b56b728a444a78c2539037abe371c46b98dc75ef,0,0,0,0,0,
20200310,TX,13,,,13,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,48,1,0,13,posNeg,1,13,0,0,04564a14da022e174796d98935bed685227bc5de,0,0,0,0,0,
20200309,TX,12,,,12,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,48,4,0,12,posNeg,4,12,0,0,b283ff8631311d3d2f21c0bf4a85adabcc7aa3dc,0,0,0,0,0,
20200308,TX,8,,,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,48,0,0,8,posNeg,0,8,0,0,f94e478683fbfcc8099c8c30041dbacebf8d9550,0,0,0,0,0,
20200307,TX,8,,,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,48,3,0,8,posNeg,3,8,0,0,8879e97aec342418e578906886082ae70c76bed1,0,0,0,0,0,
20200306,TX,5,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,48,4,0,5,posNeg,4,5,0,0,2e9ea0bb353851b7cc519c04dfb73aaa9b780b2e,0,0,0,0,0,
20200305,TX,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,48,0,0,1,posNeg,0,1,0,0,b6c2d2da54bf32da455dc064c25b46362e2c5249,0,0,0,0,0,
20200304,TX,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,48,0,0,1,posNeg,0,1,0,0,ac3e4cd42d64afbbf5c925dc09ff26549fc509bc,0,0,0,0,0,
