latitude,longitude,county
31.89,-96.71,Navarro
32.07,-96.8,Navarro
31.94,-96.57,Navarro
31.92,-96.42,Navarro
30.68,-93.75,Newton
30.99,-93.66,Newton
30.61,-93.87,Newton
30.85,-93.75,Newton
30.99,-93.7,Newton
30.3,-93.75,Newton
32.08,-100.31,Nolan
32.23,-100.45,Nolan
32.27,-100.24,Nolan
32.44,-100.54,Nolan
32.46,-100.4,Nolan
27.78,-97.9,Nueces
27.85,-97.79,Nueces
27.58,-97.79,Nueces
27.58,-97.45,Nueces
27.67,-97.75,Nueces
27.82,-97.06,Nueces
27.79,-97.66,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.79,-97.42,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.79,-97.39,Nueces
27.8,-97.39,Nueces
27.79,-97.39,Nueces
27.8,-97.39,Nueces
27.8,-97.39,Nueces
27.79,-97.39,Nueces
27.8,-97.39,Nueces
36.32,-100.96,Ochiltree
36.39,-100.8,Ochiltree
36.28,-101.04,Ochiltree
35.27,-102.66,Oldham
35.51,-102.25,Oldham
35.24,-102.42,Oldham
35.21,-102.24,Oldham
30.02,-93.85,Orange
30.21,-93.87,Orange
30.1,-93.75,Orange
30.1,-93.75,Orange
30.1,-93.75,Orange
30.03,-93.89,Orange
30.12,-94,Orange
30.12,-94,Orange
32.82,-98.07,Palo Pinto
32.93,-98.24,Palo Pinto
32.54,-98.36,Palo Pinto
32.53,-98.42,Palo Pinto
32.58,-98.18,Palo Pinto
32.55,-98.49,Palo Pinto
32.75,-98.28,Palo Pinto
32.24,-94.45,Panola
32.15,-94.33,Panola
32.08,-94.49,Panola
32.21,-94.14,Panola
32.01,-94.24,Panola
32.04,-94.5,Panola
32.35,-94.09,Panola
32.69,-97.6,Parker
32.89,-97.53,Parker
32.75,-98,Parker
32.82,-98.07,Parker
32.96,-97.68,Parker
32.83,-97.7,Parker
32.75,-97.77,Parker
32.75,-97.77,Parker
32.75,-97.77,Parker
32.61,-97.92,Parker
32.87,-97.86,Parker
32.97,-97.87,Parker
32.96,-98.02,Parker
34.51,-102.88,Parmer
34.63,-102.72,Parmer
34.39,-102.61,Parmer
34.39,-102.89,Parmer
31.24,-103.07,Pecos
30.89,-102.88,Pecos
31.27,-102.69,Pecos
30.91,-101.89,Pecos
30.69,-101.82,Pecos
30.95,-94.71,Polk
30.99,-94.82,Polk
30.92,-94.93,Polk
30.54,-94.79,Polk
30.65,-94.6,Polk
30.6,-94.94,Polk
30.84,-94.85,Polk
30.7,-94.93,Polk
30.8,-95.1,Polk
30.7,-94.93,Polk
35.19,-102.06,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.2,-101.81,Potter
35.26,-101.71,Potter
35.2,-101.81,Potter
30.31,-104.02,Presidio
29.56,-104.36,Presidio
29.45,-104.19,Presidio
32.87,-95.76,Rains
32.93,-95.87,Rains
34.98,-101.92,Randall
34.98,-101.92,Randall
34.74,-101.85,Randall
34.95,-102.1,Randall
35.2,-101.81,Randall
35.2,-101.81,Randall
35.2,-101.81,Randall
35.2,-101.81,Randall
35.2,-101.81,Randall
31.19,-101.45,Reagan
29.66,-100.01,Real
29.72,-99.76,Real
29.63,-99.73,Real
33.82,-95.14,Red River
33.46,-95.21,Red River
33.61,-95.05,Red River
33.66,-95.26,Red River
33.58,-94.91,Red River
33.55,-94.77,Red River
30.98,-103.74,Reeves
31.83,-103.91,Reeves
31.4,-103.5,Reeves
31.03,-103.66,Reeves
31.31,-103.79,Reeves
30.94,-103.77,Reeves
28.39,-96.84,Refugio
28.43,-96.88,Refugio
28.09,-97.21,Refugio
28.3,-97.27,Refugio
28.23,-97.32,Refugio
35.69,-100.64,Roberts
31.16,-96.67,Robertson
30.97,-96.67,Robertson
31.02,-96.48,Robertson
30.87,-96.59,Robertson
30.72,-96.56,Robertson
31.05,-96.4,Robertson
30.91,-96.38,Robertson
32.92,-96.45,Rockwall
32.92,-96.45,Rockwall
32.94,-96.38,Rockwall
32.97,-96.33,Rockwall
31.74,-99.95,Runnels
31.6,-100.18,Runnels
31.87,-100.12,Runnels
31.64,-100.04,Runnels
32.04,-100.11,Runnels
31.96,-99.93,Runnels
32.38,-94.59,Rusk
32.15,-94.79,Rusk
32.15,-94.79,Rusk
32.15,-94.79,Rusk
32.17,-94.9,Rusk
32.35,-94.9,Rusk
31.94,-94.85,Rusk
32.04,-94.76,Rusk
31.91,-94.68,Rusk
32.26,-94.93,Rusk
32.27,-94.97,Rusk
32.08,-94.94,Rusk
32.18,-94.95,Rusk
32.31,-94.51,Rusk
31.34,-94,Sabine
31.34,-93.85,Sabine
31.48,-93.86,Sabine
31.24,-93.97,Sabine
31.3,-94.26,San Augustine
31.52,-94.11,San Augustine
30.34,-95.07,San Jacinto
30.59,-95.12,San Jacinto
30.74,-95.3,San Jacinto
30.76,-95.25,San Jacinto
30.49,-95,San Jacinto
27.9,-97.14,San Patricio
27.9,-97.14,San Patricio
27.93,-97.66,San Patricio
27.92,-97.29,San Patricio
27.87,-97.2,San Patricio
28.09,-97.82,San Patricio
27.94,-97.58,San Patricio
27.87,-97.32,San Patricio
28.03,-97.5,San Patricio
27.98,-97.39,San Patricio
31.09,-98.51,San Saba
30.98,-98.7,San Saba
31.27,-98.94,San Saba
31.19,-98.72,San Saba
30.86,-100.59,Schleicher
32.57,-100.89,Scurry
32.89,-101.15,Scurry
32.64,-100.76,Scurry
32.58,-101,Scurry
32.71,-100.91,Scurry
32.71,-100.91,Scurry
32.72,-99.29,Shackelford
32.54,-99.16,Shackelford
31.79,-94.17,Shelby
31.96,-94.05,Shelby
31.7,-93.95,Shelby
31.94,-94.24,Shelby
31.9,-94.39,Shelby
36.33,-102.07,Sherman
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.22,-95.05,Smith
32.2,-95.39,Smith
32.5,-95.4,Smith
32.22,-95.21,Smith
32.49,-95.17,Smith
32.32,-95.3,Smith
32.32,-95.3,Smith
32.23,-97.75,Somervell
32.28,-97.64,Somervell
32.28,-97.7,Somervell
26.64,-98.4,Starr
26.56,-99.12,Starr
26.33,-98.71,Starr
26.39,-98.55,Starr
26.37,-98.82,Starr
26.4,-99.01,Starr
26.5,-99.07,Starr
26.73,-98.39,Starr
26.74,-98.52,Starr
32.75,-98.91,Stephens
32.68,-98.64,Stephens
31.83,-100.98,Sterling
33.13,-100.22,Stonewall
33.12,-100.05,Stonewall
30.57,-100.64,Sutton
34.36,-101.74,Swisher
34.53,-101.77,Swisher
32.69,-97.01,Tarrant
32.79,-96.76,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.69,-97.12,Tarrant
32.84,-97.13,Tarrant
32.84,-97.13,Tarrant
32.89,-97.14,Tarrant
32.57,-97.35,Tarrant
32.84,-97.07,Tarrant
32.84,-97.07,Tarrant
32.93,-97.07,Tarrant
32.95,-97.33,Tarrant
32.83,-97.17,Tarrant
32.83,-97.17,Tarrant
32.64,-97.21,Tarrant
32.56,-97.11,Tarrant
32.95,-97.14,Tarrant
32.69,-97.12,Tarrant
32.84,-97.13,Tarrant
32.69,-97.12,Tarrant
32.89,-97.53,Tarrant
32.93,-97.07,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.81,-97.27,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.77,-97.43,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.72,-97.31,Tarrant
32.75,-97.33,Tarrant
32.86,-97.21,Tarrant
32.75,-97.33,Tarrant
32.86,-97.21,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.75,-97.33,Tarrant
32.93,-97.22,Tarrant
32.93,-97.22,Tarrant
32.28,-99.83,Taylor
32.13,-99.75,Taylor
32.46,-100.01,Taylor
32.17,-99.8,Taylor
32.48,-100.12,Taylor
32.21,-99.79,Taylor
32.45,-99.86,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.42,-99.86,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
32.45,-99.73,Taylor
30.05,-102.12,Terrell
30.15,-102.4,Terrell
33.17,-102.27,Terry
33.33,-102.2,Terry
33.18,-102.57,Terry
33.04,-102.42,Terry
33.18,-99.17,Throckmorton
33.01,-99.05,Throckmorton
33.16,-94.97,Titus
33.16,-94.97,Titus
33.36,-95.1,Titus
33.16,-95.1,Titus
33.18,-94.86,Titus
31.47,-100.25,Tom Green
31.44,-100.45,Tom Green
31.44,-100.45,Tom Green
31.44,-100.45,Tom Green
31.44,-100.45,Tom Green
31.44,-100.45,Tom Green
31.44,-100.45,Tom Green
31.43,-100.4,Tom Green
31.44,-100.45,Tom Green
31.59,-100.63,Tom Green
31.19,-100.49,Tom Green
31.26,-100.62,Tom Green
31.45,-100.14,Tom Green
31.34,-100.17,Tom Green
31.37,-100.3,Tom Green
31.66,-100.71,Tom Green
30.26,-97.74,Travis
30.26,-97.74,Travis
30.16,-97.6,Travis
30.56,-97.86,Travis
30.13,-97.89,Travis
30.34,-97.55,Travis
30.44,-97.62,Travis
30.48,-98.16,Travis
30.44,-97.62,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.35,-97.65,Travis
30.26,-97.74,Travis
30.26,-97.74,Travis
30.37,-97.68,Travis
30.27,-97.74,Travis
31.26,-94.97,Trinity
31.05,-95.12,Trinity
31.15,-95.16,Trinity
30.94,-95.37,Trinity
30.99,-95.03,Trinity
31.26,-94.97,Trinity
30.92,-94.6,Tyler
30.9,-94.42,Tyler
30.82,-94.42,Tyler
30.77,-94.42,Tyler
30.77,-94.42,Tyler
30.57,-94.17,Tyler
30.66,-94.38,Tyler
30.69,-94.17,Tyler
30.61,-94.4,Tyler
32.69,-94.66,Upshur
32.73,-94.94,Upshur
32.73,-94.94,Upshur
32.8,-94.71,Upshur
32.58,-95.11,Upshur
32.58,-95.11,Upshur
31.13,-102.21,Upton
31.63,-101.83,Upton
31.22,-101.93,Upton
29.21,-99.78,Uvalde
29.21,-99.78,Uvalde
29.51,-99.73,Uvalde
29.3,-99.63,Uvalde
29.32,-99.46,Uvalde
29.61,-99.53,Uvalde
29.68,-101.16,Val Verde
29.37,-100.89,Val Verde
29.37,-100.89,Val Verde
29.37,-100.89,Val Verde
29.35,-100.78,Val Verde
29.37,-100.89,Val Verde
29.81,-101.56,Val Verde
32.54,-95.86,Van Zandt
32.69,-95.88,Van Zandt
32.68,-95.8,Van Zandt
32.67,-95.71,Van Zandt
32.7,-96,Van Zandt
32.41,-95.66,Van Zandt
32.52,-95.63,Van Zandt
28.82,-96.98,Victoria
28.82,-96.98,Victoria
28.82,-96.98,Victoria
28.82,-96.98,Victoria
28.82,-96.98,Victoria
28.65,-96.9,Victoria
28.87,-96.79,Victoria
28.51,-97.01,Victoria
28.91,-97.1,Victoria
28.66,-96.83,Victoria
28.83,-96.83,Victoria
30.71,-95.54,Walker
30.75,-95.43,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.71,-95.54,Walker
30.53,-95.48,Walker
30.84,-95.39,Walker
29.78,-95.95,Waller
30.09,-96.08,Waller
30.08,-95.98,Waller
29.81,-95.97,Waller
29.79,-96.1,Waller
29.79,-95.82,Waller
29.79,-95.82,Waller
31.46,-103.39,Ward
31.34,-102.85,Ward
31.63,-103.06,Ward
31.53,-103.12,Ward
31.57,-103,Ward
30.19,-96.21,Washington
30.15,-96.39,Washington
30.15,-96.39,Washington
30.17,-96.59,Washington
30.33,-96.22,Washington
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.53,-99.48,Webb
27.42,-98.84,Webb
27.43,-98.93,Webb
27.45,-98.91,Webb
29.23,-95.98,Wharton
29.08,-96.17,Wharton
29.52,-96.06,Wharton
29.39,-96.21,Wharton
29.19,-96.27,Wharton
29.34,-96.15,Wharton
29.39,-96.08,Wharton
29.19,-95.99,Wharton
29.57,-96.2,Wharton
29.18,-96.42,Wharton
29.22,-96.18,Wharton
29.31,-96.09,Wharton
35.6,-100.1,Wheeler
35.58,-100.28,Wheeler
35.53,-100.44,Wheeler
35.21,-100.24,Wheeler
35.44,-100.27,Wheeler
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.89,-98.51,Wichita
33.98,-98.5,Wichita
34.07,-98.56,Wichita
34.03,-98.91,Wichita
33.95,-98.68,Wichita
33.85,-98.82,Wichita
34.08,-99.03,Wilbarger
34.13,-99.13,Wilbarger
34.14,-99.3,Wilbarger
34.14,-99.3,Wilbarger
34.35,-99.42,Wilbarger
26.53,-97.88,Willacy
26.41,-97.78,Willacy
26.47,-97.78,Willacy
26.5,-97.63,Willacy
26.34,-97.79,Willacy
26.55,-97.43,Willacy
30.83,-97.79,Williamson
30.71,-97.44,Williamson
30.81,-97.6,Williamson
30.72,-97.43,Williamson
30.57,-97.41,Williamson
30.58,-97.29,Williamson
30.51,-97.83,Williamson
30.46,-97.38,Williamson
30.64,-97.68,Williamson
30.64,-97.68,Williamson
30.64,-97.68,Williamson
30.51,-97.83,Williamson
30.7,-97.73,Williamson
30.54,-97.54,Williamson
30.56,-97.86,Williamson
30.66,-97.92,Williamson
30.56,-97.86,Williamson
30.45,-97.71,Williamson
30.51,-97.67,Williamson
30.54,-97.64,Williamson
30.75,-97.59,Williamson
30.67,-97.59,Williamson
30.51,-97.67,Williamson
30.51,-97.67,Williamson
30.51,-97.67,Williamson
30.51,-97.67,Williamson
30.26,-97.74,Williamson
30.26,-97.74,Williamson
29.13,-98.15,Wilson
29.35,-98.11,Wilson
29.25,-97.83,Wilson
29.07,-98.08,Wilson
29.23,-97.96,Wilson
29.26,-98.06,Wilson
31.85,-103.09,Winkler
31.75,-103.15,Winkler
33.08,-97.56,Wise
32.99,-97.47,Wise
33.08,-97.7,Wise
33.05,-97.46,Wise
33.35,-97.69,Wise
33.23,-97.59,Wise
33.38,-97.47,Wise
33.35,-97.39,Wise
33.2,-97.75,Wise
33.29,-97.79,Wise
32.79,-95.63,Wood
32.72,-95.56,Wood
32.95,-95.28,Wood
32.93,-95.57,Wood
32.59,-95.2,Wood
32.66,-95.48,Wood
32.79,-95.44,Wood
32.96,-102.83,Yoakum
33.19,-102.82,Yoakum
33.19,-98.74,Young
33.36,-98.75,Young
33.1,-98.57,Young
33.27,-98.48,Young
33,-98.66,Young
27.19,-99.32,Zapata
26.89,-99.26,Zapata
26.72,-99.1,Zapata
28.94,-99.61,Zavala
28.68,-99.82,Zavala
28.94,-99.84,Zavala
33.14,-96.81,
