date,state,positive,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200413,NY,195031,283326,,478357,18825.0,52936.0,5156.0,,,,23887.0,A,4/13/2020 00:00,2020-04-13T00:00:00Z,04/12 20:00,10056.0,52936.0,2020-04-13T00:00:00Z,,,,,,,,,,,,,,,,,,,36,6337,10419,478357,posNeg,16756,478357,671,2017,80397273761df3a42a5a801b57f4bd3ca410fc91,0,0,0,0,0,
20200412,NY,188694,272907,,461601,18707.0,50919.0,5198.0,,,,23887.0,A,4/12/2020 00:00,2020-04-12T00:00:00Z,04/11 20:00,9385.0,50919.0,2020-04-12T00:00:00Z,,,,,,,,,,,,,,,,,,,36,8236,12385,461601,posNeg,20621,461601,758,2622,e8c146ce3d58e6a000d074adf85836faa7c750a1,0,0,0,0,0,
20200411,NY,180458,260522,,440980,18654.0,48297.0,5009.0,,,,22025.0,A,4/11/2020 00:00,2020-04-11T00:00:00Z,04/10 20:00,8627.0,48297.0,2020-04-11T00:00:00Z,,,,,,,,,,,,,,,,,,,36,9946,13149,440980,posNeg,23095,440980,783,2529,4e1ad4acdbae765563aac5e6e80f002da1cc8aa4,0,0,0,0,0,
20200410,NY,170512,247373,,417885,18569.0,45768.0,4908.0,,,,20249.0,A,4/10/2020 00:00,2020-04-10T00:00:00Z,04/09 20:00,7844.0,45768.0,2020-04-10T00:00:00Z,,,,,,,,,,,,,,,,,,,36,10575,15761,417885,posNeg,26336,417885,777,2916,a2a42be571862742daa66d08bcd3f8a4b0d0465e,0,0,0,0,0,
20200409,NY,159937,231612,,391549,18279.0,42852.0,4925.0,,,,18297.0,A,4/9/2020 00:00,2020-04-09T00:00:00Z,04/08 20:00,7067.0,42852.0,2020-04-09T00:00:00Z,,,,,,,,,,,,,,,,,,,36,10621,15775,391549,posNeg,26396,391549,799,2870,fd868d8dfe98cbc7bbad3718684c75970fd193fa,0,0,0,0,0,
20200408,NY,149316,215837,,365153,18079.0,39982.0,4841.0,,,,16353.0,A,4/7/2020 00:00,2020-04-07T00:00:00Z,04/06 20:00,6268.0,39982.0,2020-04-07T00:00:00Z,,,,,,,,,,,,,,,,,,,36,10453,14642,365153,posNeg,25095,365153,779,3050,745642047bf6ee55dc57d0b3947df165bd298e2e,0,0,0,0,0,
20200407,NY,138863,201195,,340058,17493.0,36932.0,4539.0,,,,14590.0,A,4/6/2020 00:00,2020-04-06T00:00:00Z,04/05 20:00,5489.0,36932.0,2020-04-06T00:00:00Z,,,,,,,,,,,,,,,,,,,36,8174,11073,340058,posNeg,19247,340058,731,2555,5d0b2add92c1cbdd6b03f5b591b6f985edd9379a,0,0,0,0,0,
20200406,NY,130689,190122,,320811,16837.0,34377.0,4504.0,,,,13366.0,A,4/6/2020 00:00,2020-04-06T00:00:00Z,04/05 20:00,4758.0,34377.0,2020-04-06T00:00:00Z,,,,,,,,,,,,,,,,,,,36,8658,9873,320811,posNeg,18531,320811,599,2084,e64aac0c40444783360cb8fd4ad6eeeb4beb57e8,0,0,0,0,0,
20200405,NY,122031,180249,,302280,16479.0,32293.0,4376.0,,,,12187.0,A,4/4/2020 00:00,2020-04-04T00:00:00Z,04/03 20:00,4159.0,32293.0,2020-04-04T00:00:00Z,,,,,,,,,,,,,,,,,,,36,8327,10332,302280,posNeg,18659,302280,594,2822,c9fbf2f938709ab3a0fe05fbd486c43337a3c023,0,0,0,0,0,
20200404,NY,113704,169917,,283621,15905.0,29471.0,4126.0,,,,10478.0,A,4/3/2020 11:00,2020-04-03T11:00:00Z,04/03 07:00,3565.0,29471.0,2020-04-03T11:00:00Z,,,,,,,,,,,,,,,,,,,36,10841,12260,283621,posNeg,23101,283621,630,3261,7936c50fdf9fb41930c7c28786a7907ae3c3b189,0,0,0,0,0,
20200403,NY,102863,157657,,260520,14810.0,26210.0,3731.0,,,,8886.0,A,4/3/2020 11:00,2020-04-03T11:00:00Z,04/03 07:00,2935.0,26210.0,2020-04-03T11:00:00Z,,,,,,,,,,,,,,,,,,,36,10482,11073,260520,posNeg,21555,260520,562,3424,6cf0da4ac3349343aa6f809dae62f19f1aaecdc5,0,0,0,0,0,
20200402,NY,92381,146584,,238965,13383.0,22786.0,3396.0,,,,7434.0,A,4/2/2020 11:45,2020-04-02T11:45:00Z,04/02 07:45,2373.0,22786.0,2020-04-02T11:45:00Z,,,,,,,,,,,,,,,,,,,36,8669,9416,238965,posNeg,18085,238965,432,2857,719bdeba36c97137a3802038ccca04e2e8e6a01b,0,0,0,0,0,
20200401,NY,83712,137168,,220880,12226.0,19929.0,3022.0,,,,6142.0,A,4/1/2020 12:00,2020-04-01T12:00:00Z,04/01 08:00,1941.0,19929.0,2020-04-01T12:00:00Z,,,,,,,,,,,,,,,,,,,36,7917,7777,220880,posNeg,15694,220880,391,2844,5e0e5c28f13f6c51ed26b8b043e6dbc0e9117fe6,0,0,0,0,0,
20200331,NY,75795,129391,,205186,10929.0,17085.0,2710.0,,,,4975.0,A,3/29/2020 09:16,2020-03-29T09:16:00Z,03/29 05:16,1550.0,17085.0,2020-03-29T09:16:00Z,,,,,,,,,,,,,,,,,,,36,9298,9420,205186,posNeg,18718,205186,332,2507,7ffc45df0647ad9f9a85e5960087ca75ec8d185f,0,0,0,0,0,
20200330,NY,66497,119971,,186468,9517.0,14578.0,2352.0,,,,4204.0,A,3/29/2020 09:16,2020-03-29T09:16:00Z,03/29 05:16,1218.0,14578.0,2020-03-29T09:16:00Z,,,,,,,,,,,,,,,,,,,36,6984,7124,186468,posNeg,14108,186468,253,1883,5dd357ac8676a014a8ab9c8da67c4f530e58e2fe,0,0,0,0,0,
20200329,NY,59513,112847,,172360,8503.0,12695.0,2037.0,,,,3572.0,A,3/29/2020 09:16,2020-03-29T09:16:00Z,03/29 05:16,965.0,12695.0,2020-03-29T09:16:00Z,,,,,,,,,,,,,,,,,,,36,7195,9231,172360,posNeg,16426,172360,237,2241,54a3804202cc17215f90ad4b17490a3e2a5e70e0,0,0,0,0,0,
20200328,NY,52318,103616,,155934,7328.0,10454.0,1755.0,,,,2726.0,A,3/28/2020 13:15,2020-03-28T13:15:00Z,03/28 09:15,728.0,10454.0,2020-03-28T13:15:00Z,,,,,,,,,,,,,,,,,,,36,7683,2498,155934,posNeg,10181,155934,209,1722,4901ce05f7629d09cc53b426a88071fe72c2de47,0,0,0,0,0,
20200327,NY,44635,101118,,145753,6481.0,8732.0,1583.0,,,,2045.0,A,3/27/2020 11:15,2020-03-27T11:15:00Z,03/27 07:15,519.0,8732.0,2020-03-27T11:15:00Z,,,,,,,,,,,,,,,,,,,36,7377,16272,145753,posNeg,23649,145753,134,1811,43456c4f1d95bbed1adb7498de53b3a7258391bc,0,0,0,0,0,
20200326,NY,37258,84846,,122104,5327.0,6921.0,1290.0,,,,,B,3/26/2020 16:59,2020-03-26T16:59:00Z,03/26 12:59,385.0,6921.0,2020-03-26T16:59:00Z,,,,,,,,,,,,,,,,,,,36,6447,12178,122104,posNeg,18625,122104,100,1795,d728d477adfe32d982653d399aaa6826455f7e17,0,0,0,0,0,
20200325,NY,30811,72668,,103479,4079.0,5126.0,,,,,,B,3/25/2020 11:45,2020-03-25T11:45:00Z,03/25 07:45,285.0,5126.0,2020-03-25T11:45:00Z,,,,,,,,,,,,,,,,,,,36,5146,7063,103479,posNeg,12209,103479,75,1085,cb1ee6d3f68c6de5956f21e12aed16d71a07795d,0,0,0,0,0,
20200324,NY,25665,65605,,91270,3343.0,4041.0,,,,,,B,3/24/2020 11:30,2020-03-24T11:30:00Z,03/24 07:30,210.0,4041.0,2020-03-24T11:30:00Z,,,,,,,,,,,,,,,,,,,36,4790,8191,91270,posNeg,12981,91270,96,916,3a87494f1d6ce34b98728d076cd2bc8b48d377f9,0,0,0,0,0,
20200323,NY,20875,57414,,78289,2629.0,3125.0,,,,,,B,3/23/2020 11:36,2020-03-23T11:36:00Z,03/23 07:36,114.0,3125.0,2020-03-23T11:36:00Z,,,,,,,,,,,,,,,,,,,36,5707,11181,78289,posNeg,16888,78289,0,771,bfcf55bc2ee5a6a00f619dc6a2cb508f1672f80c,0,0,0,0,0,
20200322,NY,15168,46233,,61401,2043.0,2354.0,,,,,,,3/22/2020 11:00,2020-03-22T11:00:00Z,03/22 07:00,114.0,2354.0,2020-03-22T11:00:00Z,,,,,,,,,,,,,,,,,,,36,4812,11152,61401,posNeg,15964,61401,70,823,996e4dc0a3a12377265f78e25be5e02a4a92249f,0,0,0,0,0,
20200321,NY,10356,35081,,45437,1436.0,1531.0,,,,,,,3/20/2020 21:22,2020-03-20T21:22:00Z,03/20 17:22,44.0,1531.0,2020-03-20T21:22:00Z,,,,,,,,,,,,,,,,,,,36,3254,9756,45437,posNeg,13010,45437,9,1531,375c9bd3f3fad6afc7e8bb21f5ac8ef4b8739a4a,0,0,0,0,0,
20200320,NY,7102,25325,,32427,1042.0,,,,,,,,3/20/2020 13:20,2020-03-20T13:20:00Z,03/20 09:20,35.0,,2020-03-20T13:20:00Z,,,,,,,,,,,,,,,,,,,36,2950,7193,32427,posNeg,10143,32427,23,0,e7aafebcdde573c97faef6c2afab2c374cc29334,0,0,0,0,0,
20200319,NY,4152,18132,,22284,617.0,,,,,,,,3/19/2020 13:20,2020-03-19T13:20:00Z,03/19 09:20,12.0,,2020-03-19T13:20:00Z,,,,,,,,,,,,,,,,,,,36,1770,5917,22284,posNeg,7687,22284,0,0,ab90f9852b800d399f9c34dcc8f1ffe19a32c0e8,0,0,0,0,0,
20200318,NY,2382,12215,,14597,416.0,,,,,,,,3/18/2020 15:05,2020-03-18T15:05:00Z,03/18 11:05,12.0,,2020-03-18T15:05:00Z,,,,,,,,,,,,,,,,,,,36,682,6709,14597,posNeg,7391,14597,5,0,2677367dc8eeb151e2bbcf9b19ad9420f11e66e5,0,0,0,0,0,
20200317,NY,1700,5506,,7206,325.0,,,,,,,,3/16/2020 15:00,2020-03-16T15:00:00Z,03/16 11:00,7.0,,2020-03-16T15:00:00Z,,,,,,,,,,,,,,,,,,,36,750,963,7206,posNeg,1713,7206,0,0,ccdb9c07a86d938c7491050509225e5c235b3a78,0,0,0,0,0,
20200316,NY,950,4543,,5493,,,,,,,,,3/16/2020 16:22,2020-03-16T16:22:00Z,03/16 12:22,7.0,,2020-03-16T16:22:00Z,,,,,,,,,,,,,,,,,,,36,221,0,5493,posNeg,221,5493,4,0,57192425ff18a2bbdcee76572c02b2844c40fe93,0,0,0,0,0,
20200315,NY,729,4543,,5272,,,,,,,,,3/15/2020 00:00,2020-03-15T00:00:00Z,03/14 20:00,3.0,,2020-03-15T00:00:00Z,,,,,,,,,,,,,,,,,,,36,205,1764,5272,posNeg,1969,5272,3,0,5611f4423e1c503a537239fc4f5b42aa7023618a,0,0,0,0,0,
20200314,NY,524,2779,,3303,,,,,,,,,3/14/2020 12:30,2020-03-14T12:30:00Z,03/14 08:30,,,2020-03-14T12:30:00Z,,,,,,,,,,,,,,,,,,,36,103,0,3303,posNeg,103,3303,0,0,a12739d8c83e471e0ba7d12ef9bae20fa6db782a,0,0,0,0,0,
20200313,NY,421,2779,,3200,,,,,,,,,3/12/2020 16:00,2020-03-12T16:00:00Z,03/12 12:00,,,2020-03-12T16:00:00Z,,,,,,,,,,,,,,,,,,,36,205,2687,3200,posNeg,2892,3200,0,0,e26cf87103ac3fca591aade8d14d980cfcc15864,0,0,0,0,0,
20200312,NY,216,92,,308,,,,,,,,,3/11/2020 16:00,2020-03-11T16:00:00Z,03/11 12:00,,,2020-03-11T16:00:00Z,,,,,,,,,,,,,,,,,,,36,0,0,308,posNeg,0,308,0,0,e29fb2cb689dcea80d3fbd88d34dfc62b18ad473,0,0,0,0,0,
20200311,NY,216,92,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,43,0,308,posNeg,43,308,0,0,ae2bc43239bd3b6512410aa36d330df21fe7154a,0,0,0,0,0,
20200310,NY,173,92,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,31,0,265,posNeg,31,265,0,0,2d0438e75fddc4c7fd644b015384bcaaabd97036,0,0,0,0,0,
20200309,NY,142,92,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,37,0,234,posNeg,37,234,0,0,8ced4ee7303d4b53064272d89025d912aa9e0480,0,0,0,0,0,
20200308,NY,105,92,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,0,197,posNeg,29,197,0,0,8b4ccf56cc9ddfaacef5d4e42a99d94dfee8af12,0,0,0,0,0,
20200307,NY,76,92,236.0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,43,0,404,posNeg,43,168,0,0,5c70fd54b6db8b216a2cbb0636071acd6a1517ca,0,0,0,0,0,
20200306,NY,33,92,236.0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11,16,361,posNeg,27,125,0,0,d6fb329fc7e2f5a6593ed3c3f4cdf8302dd618e0,0,0,0,0,0,
20200305,NY,22,76,24.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,16,28,122,posNeg,44,98,0,0,4e6700472deb64bcf0ae6c56393e0cb700af0510,0,0,0,0,0,
20200304,NY,6,48,24.0,54,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,36,0,0,78,posNeg,0,54,0,0,ff1a505a63ba0f4bed6e172d598efb21764da46f,0,0,0,0,0,
